0  1.611539  5.918394  4.819788
1  -6.682512  -3.186589  -4.033887
2  -6.682512  -3.474271  -4.285202
3  -7.087977  -3.822578  -4.033887
4  -7.087977  -3.697415  -4.167419
5  -6.682512  -3.822578  -4.033887
6  -6.394830  -3.822578  -3.474271
7  -6.682512  -3.554314  -3.186589
8  -7.087977  -3.554314  -3.474271
9  -7.087977  -3.554314  -4.167419
10  -6.682512  -3.628422  -3.879736
11  -6.905655  -3.554314  -2.781124
12  -6.682512  -3.474271  -4.167419
13  -6.682512  -3.387260  -4.167419
14  -6.905655  -3.628422  -4.285202
15  -6.682512  -3.933804  -3.697415
16  -7.087977  -3.697415  -4.285202
17  -7.087977  -3.697415  -3.697415
18  -6.905655  -3.822578  -4.033887
19  -6.905655  -3.879736  -4.033887
20  -6.905655  -3.933804  -4.033887
21  -6.905655  -3.554314  -4.167419
22  -6.905655  -3.554314  -4.033887
23  -6.905655  -3.474271  -3.879736
24  -7.087977  -3.628422  -4.033887
25  -7.087977  -3.761953  -3.697415
26  -7.375659  -3.474271  -3.879736
27  -7.375659  -3.068806  -4.285202
28  -7.375659  -3.387260  -4.390562
29  -7.493442  -3.628422  -4.285202
30  -7.493442  -3.628422  -4.033887
31  -7.493442  -3.697415  -4.033887
32  -7.493442  -3.628422  -4.390562
33  -7.493442  -3.697415  -4.033887
34  -7.493442  -3.985097  -3.186589
35  -7.493442  -3.933804  -3.697415
36  -7.493442  -3.985097  -4.167419
37  -7.493442  -3.985097  -4.390562
38  -7.598803  -4.080407  -4.033887
39  -7.598803  -4.080407  -3.697415
40  -7.598803  -4.167419  -3.879736
41  -7.598803  -4.247461  -3.474271
42  -7.781124  -4.124859  -3.697415
43  -7.861167  -4.033887  -3.879736
44  -7.935275  -4.080407  -4.033887
45  -7.935275  -3.985097  -4.033887
46  -8.004268  -3.933804  -4.167419
47  -8.004268  -3.933804  -4.033887
48  -8.068806  -3.933804  -3.474271
49  -8.004268  -3.879736  -3.879736
50  -8.004268  -3.985097  -3.697415
51  -8.004268  -3.879736  -3.697415
52  -8.004268  -4.033887  -3.186589
53  -8.068806  -4.080407  -3.697415
54  -8.068806  -3.933804  -3.697415
55  -8.068806  -4.033887  -3.697415
56  -8.186589  -4.033887  -3.697415
57  -8.186589  -4.124859  -4.033887
58  -8.186589  -4.033887  -4.285202
59  -8.186589  -4.208241  -4.167419
60  -8.186589  -4.124859  -3.879736
61  -8.186589  -3.985097  -4.167419
62  -8.186589  -4.033887  -3.879736
63  -8.186589  -3.985097  -4.167419
64  -8.186589  -4.124859  -4.167419
65  -8.129431  -4.167419  -4.033887
66  -8.129431  -4.208241  -4.033887
67  -8.186589  -4.167419  -4.033887
68  -8.240657  -4.167419  -4.390562
69  -8.186589  -4.208241  -4.033887
70  -8.240657  -4.208241  -3.186589
71  -8.186589  -4.167419  -4.033887
72  -8.291950  -4.208241  -3.879736
73  -8.291950  -3.985097  -3.879736
74  -8.291950  -4.033887  -3.474271
75  -8.291950  -4.033887  -3.879736
76  -8.340740  -4.124859  -4.390562
77  -8.291950  -4.167419  -3.474271
78  -8.291950  -4.285202  -3.879736
79  -8.291950  -4.285202  -4.033887
80  -8.387260  -4.124859  -3.697415
81  -8.340740  -4.080407  -3.474271
82  -8.340740  -4.167419  -3.474271
83  -8.387260  -4.080407  -2.781124
84  -8.387260  -4.247461  -3.697415
85  -8.387260  -3.933804  -4.167419
86  -8.387260  -4.033887  -4.033887
87  -8.387260  -4.167419  -3.879736
88  -8.387260  -4.124859  -3.879736
89  -8.431712  -4.124859  -3.879736
90  -8.515093  -4.033887  -3.474271
91  -8.554314  -4.033887  -3.879736
92  -8.628422  -4.208241  -3.697415
93  -8.592054  -4.455101  -3.186589
94  -8.592054  -4.515725  -3.474271
95  -8.592054  -4.423352  -3.879736
96  -8.592054  -4.390562  -4.033887
97  -8.592054  -4.356661  -3.879736
98  -8.592054  -4.515725  -3.879736
99  -8.592054  -4.515725  -3.474271
100  -8.592054  -4.356661  -3.474271
101  -8.628422  -4.356661  -3.474271
102  -8.592054  -4.390562  -4.033887
103  -8.592054  -4.321569  -4.167419
104  -8.592054  -4.285202  -4.167419
105  -8.628422  -4.247461  -3.879736
106  -8.628422  -4.167419  -4.033887
107  -8.628422  -4.285202  -4.033887
108  -8.663513  -4.321569  -3.697415
109  -8.697415  -4.356661  -4.167419
110  -8.697415  -4.321569  -4.167419
111  -8.697415  -4.247461  -3.697415
112  -8.697415  -4.247461  -3.697415
113  -8.697415  -4.285202  -3.697415
114  -8.697415  -4.455101  -3.474271
115  -8.697415  -4.455101  -3.697415
116  -8.697415  -4.544713  -3.697415
117  -8.730205  -4.515725  -3.879736
118  -8.730205  -4.515725  -3.186589
119  -8.730205  -4.572884  -3.879736
120  -8.761953  -4.702937  -3.474271
121  -8.761953  -4.572884  -3.697415
122  -8.792725  -4.455101  -4.167419
123  -8.761953  -4.572884  -4.167419
124  -8.761953  -4.626951  -4.167419
125  -8.792725  -4.515725  -3.697415
126  -8.792725  -4.390562  -4.285202
127  -8.792725  -4.208241  -4.285202
128  -8.792725  -4.321569  -4.033887
129  -8.822578  -4.247461  -4.390562
130  -8.822578  -4.390562  -3.879736
131  -8.822578  -4.247461  -4.167419
132  -8.822578  -4.208241  -3.474271
133  -8.822578  -4.247461  -3.186589
134  -8.792725  -4.208241  -3.879736
135  -8.822578  -4.080407  -3.474271
136  -8.822578  -4.247461  -4.033887
137  -8.851566  -4.321569  -4.033887
138  -8.822578  -4.356661  -3.879736
139  -8.822578  -4.423352  -3.697415
140  -8.822578  -4.167419  -4.033887
141  -8.822578  -4.247461  -4.033887
142  -8.851566  -4.247461  -4.033887
143  -8.879736  -4.321569  -3.474271
144  -8.879736  -4.321569  -4.033887
145  -8.907135  -4.321569  -3.879736
146  -8.907135  -4.485872  -3.474271
147  -8.907135  -4.544713  -3.879736
