327   82   54   10   518   246   90
328   82   58   8   518   242   92
329   82   54   7   518   246   93
330   83   52   7   517   248   93
331   84   53   7   516   247   93
332   84   55   7   516   245   93
333   84   52   8   516   248   92
334   84   58   6   516   242   94
335   84   61   6   516   239   94
336   84   56   5   516   244   95
337   85   60   7   515   240   93
338   84   58   7   516   242   93
339   84   56   10   516   244   90
340   84   51   10   516   249   90
341   84   62   7   516   238   93
342   85   60   9   515   240   91
343   85   57   10   515   243   90
344   85   58   8   515   242   92
345   85   55   9   515   245   91
346   85   58   9   515   242   91
347   85   60   11   515   240   89
348   85   56   8   515   244   92
349   86   63   8   514   237   92
350   86   66   5   514   234   95
351   86   56   7   514   244   93
352   86   48   6   514   252   94
353   87   51   8   513   249   92
354   87   53   9   513   247   91
355   86   55   5   514   245   95
356   87   58   6   513   242   94
357   88   55   9   512   245   91
358   87   60   10   513   240   90
359   87   60   10   513   240   90
360   87   57   10   513   243   90
361   87   60   12   513   240   88
362   87   59   10   513   241   90
363   87   62   7   513   238   93
364   87   62   4   513   238   96
365   87   58   7   513   242   93
366   87   53   5   513   247   95
367   87   55   6   513   245   94
368   88   55   6   512   245   94
369   88   49   6   512   251   94
370   88   51   9   512   249   91
371   88   56   8   512   244   92
372   89   54   10   511   246   90
373   88   52   8   512   248   92
374   89   46   6   511   254   94
375   89   44   9   511   256   91
376   89   49   8   511   251   92
377   90   54   7   510   246   93
378   90   54   6   510   246   94
379   90   52   8   510   248   92
380   90   54   4   510   246   96
381   90   55   7   510   245   93
382   90   54   6   510   246   94
383   91   54   6   509   246   94
384   90   56   4   510   244   96
385   91   59   6   509   241   94
386   91   60   5   509   240   95
387   91   57   5   509   243   95
388   91   56   7   509   244   93
389   91   54   7   509   246   93
390   92   60   9   508   240   91
391   92   65   10   508   235   90
392   92   63   9   508   237   91
393   92   61   8   508   239   92
394   93   63   6   507   237   94
395   93   59   8   507   241   92
396   92   58   9   508   242   91
397   93   56   9   507   244   91
398   93   55   9   507   245   91
399   93   57   6   507   243   94
400   93   60   6   507   240   94
401   93   57   4   507   243   96
402   93   58   4   507   242   96
403   94   55   4   506   245   96
404   94   53   4   506   247   96
405   94   61   4   506   239   96
406   94   63   4   506   237   96
407   94   57   6   506   243   94
408   94   54   6   506   246   94
409   94   50   8   506   250   92
410   94   46   6   506   254   94
411   94   50   6   506   250   94
412   94   50   7   506   250   93
413   94   57   9   506   243   91
414   94   58   7   506   242   93
415   94   54   8   506   246   92
416   96   60   7   504   240   93
417   96   58   4   504   242   96
418   96   58   7   504   242   93
419   96   56   9   504   244   91
420   96   59   7   504   241   93
421   96   62   6   504   238   94
422   96   58   6   504   242   94
423   96   55   8   504   245   92
424   97   60   7   503   240   93
425   97   66   6   503   234   94
426   97   62   7   503   238   93
427   97   57   5   503   243   95
428   97   58   4   503   242   96
429   97   57   7   503   243   93
430   97   56   8   503   244   92
431   97   55   7   503   245   93
432   98   59   6   502   241   94
433   98   59   4   502   241   96
434   98   56   9   502   244   91
435   98   55   8   502   245   92
436   99   54   8   501   246   92
437   99   51   8   501   249   92
438   99   57   7   501   243   93
439   98   55   8   502   245   92
440   98   56   8   502   244   92
441   98   52   9   502   248   91
442   98   54   7   502   246   93
443   98   51   7   502   249   93
444   98   47   6   502   253   94
445   98   55   7   502   245   93
446   98   54   10   502   246   90
447   99   60   6   501   240   94
448   99   60   6   501   240   94
449   99   60   3   501   240   97
450   99   59   3   501   241   97
451   98   60   5   502   240   95
452   98   64   10   502   236   90
453   98   63   8   502   237   92
454   98   57   8   502   243   92
455   98   61   11   502   239   89
456   98   59   8   502   241   92
457   98   55   5   502   245   95
458   98   57   7   502   243   93
459   98   58   7   502   242   93
460   98   57   5   502   243   95
461   98   58   7   502   242   93
462   98   58   5   502   242   95
463   99   59   11   501   241   89
464   100   59   8   500   241   92
465   100   57   7   500   243   93
466   100   60   6   500   240   94
467   100   59   5   500   241   95
468   100   57   6   500   243   94
469   100   59   5   500   241   95
470   100   56   9   500   244   91
471   99   55   9   501   245   91
472   99   53   10   501   247   90
473   99   54   9   501   246   91
474   99   61   10   501   239   90
475   99   60   8   501   240   92
476   101   60   7   499   240   93
477   101   59   7   499   241   93
478   101   57   5   499   243   95
479   101   54   3   499   246   97
480   101   60   5   499   240   95
481   100   64   7   500   236   93
482   100   61   9   500   239   91
483   100   60   8   500   240   92
484   100   61   6   500   239   94
485   100   59   7   500   241   93
486   101   58   6   499   242   94
487   101   59   7   499   241   93
488   100   57   11   500   243   89
489   101   67   10   499   233   90
490   100   63   9   500   237   91
491   100   62   9   500   238   91
492   101   58   9   499   242   91
493   101   58   9   499   242   91
494   101   57   7   499   243   93
495   101   56   7   499   244   93
496   99   64   5   501   236   95
497   99   57   5   501   243   95
498   99   61   6   501   239   94
499   99   68   7   501   232   93
500   99   61   6   501   239   94
501   99   57   4   501   243   96
502   99   56   6   501   244   94
503   99   53   6   501   247   94
504   99   59   5   501   241   95
505   99   55   8   501   245   92
506   99   56   8   501   244   92
507   99   55   4   501   245   96
508   99   50   5   501   250   95
509   99   56   8   501   244   92
510   99   59   7   501   241   93
511   98   60   8   502   240   92
512   98   61   6   502   239   94
513   98   60   7   502   240   93
514   98   64   8   502   236   92
515   98   66   12   502   234   88
516   98   65   10   502   235   90
517   98   58   7   502   242   93
518   98   59   5   502   241   95
519   98   57   5   502   243   95
520   98   57   4   502   243   96
521   98   59   6   502   241   94
522   98   61   8   502   239   92
523   98   59   5   502   241   95
524   98   64   5   502   236   95
525   98   66   4   502   234   96
526   98   56   4   502   244   96
527   98   56   6   502   244   94
528   98   56   6   502   244   94
529   98   58   5   502   242   95
530   98   59   4   502   241   96
531   98   55   6   502   245   94
532   97   55   5   503   245   95
533   97   56   6   503   244   94
534   97   55   6   503   245   94
535   97   53   7   503   247   93
536   97   57   8   503   243   92
537   98   64   7   502   236   93
538   98   65   8   502   235   92
539   98   55   6   502   245   94
540   98   54   6   502   246   94
541   99   57   6   501   243   94
542   99   62   6   501   238   94
543   99   58   6   501   242   94
544   99   58   6   501   242   94
545   99   59   4   501   241   96
546   99   59   6   501   241   94
547   98   57   5   502   243   95
548   98   56   6   502   244   94
549   98   57   8   502   243   92
550   98   63   7   502   237   93
551   98   66   11   502   234   89
552   98   61   7   502   239   93
553   97   59   6   503   241   94
554   97   64   5   503   236   95
555   97   58   7   503   242   93
556   97   62   4   503   238   96
557   97   64   5   503   236   95
558   97   58   6   503   242   94
559   97   56   4   503   244   96
560   97   60   8   503   240   92
561   97   55   6   503   245   94
562   97   53   6   503   247   94
563   98   56   5   502   244   95
564   98   60   3   502   240   97
565   98   60   3   502   240   97
566   99   62   4   501   238   96
567   100   63   5   500   237   95
568   100   60   5   500   240   95
569   100   63   4   500   237   96
570   100   63   5   500   237   95
571   100   58   6   500   242   94
572   100   61   7   500   239   93
573   100   56   6   500   244   94
574   102   59   3   498   241   97
575   102   68   4   498   232   96
576   102   65   4   498   235   96
577   102   72   5   498   228   95
578   102   71   5   498   229   95
579   102   62   8   498   238   92
580   102   59   11   498   241   89
581   102   55   5   498   245   95
582   102   59   7   498   241   93
583   102   64   4   498   236   96
584   102   56   6   498   244   94
585   103   57   3   497   243   97
586   103   58   6   497   242   94
587   103   65   6   497   235   94
588   103   57   5   497   243   95
589   103   57   6   497   243   94
590   104   58   7   496   242   93
591   104   58   5   496   242   95
592   104   59   3   496   241   97
593   104   60   5   496   240   95
594   104   62   5   496   238   95
595   104   62   5   496   238   95
596   104   63   6   496   237   94
597   104   60   6   496   240   94
598   105   64   10   495   236   90
599   105   64   10   495   236   90
600   105   64   6   495   236   94
601   105   63   5   495   237   95
602   104   64   6   496   236   94
603   104   65   5   496   235   95
604   104   56   4   496   244   96
605   104   61   6   496   239   94
606   104   59   6   496   241   94
607   104   60   6   496   240   94
608   104   58   5   496   242   95
609   104   58   3   496   242   97
610   105   62   5   495   238   95
611   105   56   5   495   244   95
612   105   58   6   495   242   94
613   105   66   8   495   234   92
614   105   71   6   495   229   94
615   105   73   6   495   227   94
616   105   64   5   495   236   95
617   105   61   5   495   239   95
618   107   66   6   493   234   94
619   106   66   4   494   234   96
620   106   60   5   494   240   95
621   106   61   5   494   239   95
622   107   58   4   493   242   96
623   107   64   7   493   236   93
624   107   60   9   493   240   91
625   107   61   7   493   239   93
626   107   60   6   493   240   94
627   107   59   9   493   241   91
628   107   57   11   493   243   89
629   107   65   7   493   235   93
630   109   64   5   491   236   95
631   109   63   4   491   237   96
632   109   65   3   491   235   97
633   109   62   5   491   238   95
634   110   60   5   490   240   95
635   110   61   5   490   239   95
636   110   63   6   490   237   94
637   110   61   6   490   239   94
638   110   64   4   490   236   96
639   110   63   5   490   237   95
640   111   61   8   489   239   92
641   111   64   11   489   236   89
642   111   63   9   489   237   91
643   111   61   9   489   239   91
644   112   60   6   488   240   94
645   112   54   8   488   246   92
646   112   58   7   488   242   93
647   112   58   6   488   242   94
648   112   65   5   488   235   95
649   112   68   6   488   232   94
650   112   67   7   488   233   93
651   112   63   8   488   237   92
652   112   61   6   488   239   94
653   112   65   4   488   235   96
654   112   65   4   488   235   96
655   112   59   8   488   241   92
656   112   56   7   488   244   93
657   115   59   6   485   241   94
658   116   63   6   484   237   94
659   116   66   6   484   234   94
660   117   58   10   483   242   90
661   117   61   11   483   239   89
662   117   62   8   483   238   92
663   117   53   6   483   247   94
664   117   58   5   483   242   95
665   117   60   3   483   240   97
666   117   61   8   483   239   92
667   117   67   7   483   233   93
668   117   70   7   483   230   93
669   118   74   7   482   226   93
670   118   67   4   482   233   96
671   117   62   6   483   238   94
672   117   66   7   483   234   93
673   117   61   5   483   239   95
674   117   65   4   483   235   96
675   117   70   7   483   230   93
676   117   58   9   483   242   91
677   118   66   6   482   234   94
678   118   63   6   482   237   94
679   118   66   6   482   234   94
680   118   66   7   482   234   93
681   118   64   4   482   236   96
682   118   67   7   482   233   93
683   118   65   7   482   235   93
684   118   69   4   482   231   96
685   118   69   6   482   231   94
686   118   70   6   482   230   94
687   118   71   4   482   229   96
688   120   62   8   480   238   92
689   120   57   5   480   243   95
690   119   57   5   481   243   95
691   119   59   4   481   241   96
692   119   58   5   481   242   95
693   119   65   7   481   235   93
694   119   62   7   481   238   93
695   120   58   6   480   242   94
696   120   63   3   480   237   97
697   120   63   5   480   237   95
698   120   60   6   480   240   94
699   119   61   5   481   239   95
700   119   61   7   481   239   93
701   120   61   10   480   239   90
702   120   65   8   480   235   92
703   120   64   6   480   236   94
704   119   69   6   481   231   94
705   119   58   6   481   242   94
706   119   61   7   481   239   93
707   119   64   6   481   236   94
708   119   63   5   481   237   95
709   119   64   6   481   236   94
710   119   65   7   481   235   93
711   119   70   5   481   230   95
712   119   67   4   481   233   96
713   119   72   5   481   228   95
714   119   67   4   481   233   96
715   119   67   3   481   233   97
716   119   64   4   481   236   96
717   119   60   5   481   240   95
718   119   67   5   481   233   95
719   119   77   4   481   223   96
720   119   72   5   481   228   95
721   118   74   7   482   226   93
722   118   61   8   482   239   92
723   119   65   7   481   235   93
724   119   65   8   481   235   92
725   120   68   7   480   232   93
726   119   73   11   481   227   89
727   119   63   7   481   237   93
728   119   63   6   481   237   94
729   118   60   4   482   240   96
730   118   63   7   482   237   93
731   118   59   6   482   241   94
732   118   63   6   482   237   94
733   118   69   7   482   231   93
734   118   68   9   482   232   91
735   118   60   9   482   240   91
736   118   62   6   482   238   94
737   118   58   6   482   242   94
738   118   59   8   482   241   92
739   118   63   7   482   237   93
740   118   65   9   482   235   91
741   118   67   8   482   233   92
742   118   64   8   482   236   92
743   118   72   7   482   228   93
744   118   69   4   482   231   96
745   118   70   7   482   230   93
746   118   63   8   482   237   92
747   118   63   9   482   237   91
748   118   55   7   482   245   93
749   118   58   7   482   242   93
750   118   63   8   482   237   92
751   118   58   7   482   242   93
752   118   61   8   482   239   92
753   118   66   6   482   234   94
754   118   67   6   482   233   94
755   118   67   6   482   233   94
756   118   64   6   482   236   94
757   119   69   5   481   231   95
758   119   67   5   481   233   95
759   118   63   5   482   237   95
760   119   65   7   481   235   93
761   119   67   7   481   233   93
762   119   68   6   481   232   94
763   119   65   3   481   235   97
764   118   64   6   482   236   94
765   119   65   6   481   235   94
766   119   62   6   481   238   94
767   120   63   7   480   237   93
768   120   63   6   480   237   94
769   120   63   6   480   237   94
770   121   70   5   479   230   95
771   121   66   6   479   234   94
772   121   64   5   479   236   95
773   121   61   8   479   239   92
774   121   62   8   479   238   92
775   121   69   7   479   231   93
776   122   75   4   478   225   96
777   122   72   7   478   228   93
778   122   68   7   478   232   93
779   123   74   5   477   226   95
780   123   72   5   477   228   95
781   123   66   7   477   234   93
782   123   63   8   477   237   92
783   124   69   10   476   231   90
784   124   73   10   476   227   90
785   125   67   11   475   233   89
786   125   65   9   475   235   91
787   125   62   7   475   238   93
788   125   64   4   475   236   96
789   127   59   8   473   241   92
