0   0   0
1   1   3
2   1   3
3   1   3
4   1   3
5   1   3
6   1   3
7   1   3
8   1   3
9   1   3
10   1   3
11   1   3
12   1   3
13   1   3
14   1   3
15   1   3
16   1   3
17   1   3
18   1   3
19   1   3
20   1   3
21   1   3
22   1   3
23   1   3
24   1   3
25   1   3
26   1   3
27   1   3
28   1   3
29   1   3
30   1   3
31   1   3
32   1   3
33   1   3
34   1   3
35   1   3
36   1   3
37   1   3
38   1   3
39   1   3
40   1   3
41   1   3
42   1   3
43   1   3
44   1   4
45   1   4
46   1   4
47   1   4
48   3   10
49   3   10
50   3   10
51   3   10
52   3   10
53   4   13
54   4   13
55   4   13
56   4   14
57   4   14
58   4   14
59   4   14
60   4   15
61   4   15
62   4   15
63   4   15
64   4   15
65   4   15
66   4   15
67   5   18
68   5   18
69   5   18
70   5   18
71   5   18
72   5   19
73   5   19
74   5   19
75   5   19
76   5   19
77   5   19
78   5   19
79   5   19
80   5   20
81   5   20
82   5   20
83   5   20
84   5   20
85   5   20
86   5   20
87   5   20
88   5   20
89   5   20
90   6   24
91   6   24
92   6   25
93   6   25
94   6   25
95   6   25
96   6   25
97   6   25
98   6   25
99   6   25
100   6   25
101   6   25
102   6   25
103   6   25
104   6   25
105   6   26
106   6   26
107   6   26
108   6   27
109   6   28
110   6   28
111   6   28
112   6   28
113   6   28
114   6   28
115   6   28
116   6   28
117   6   29
118   6   29
119   6   29
120   6   29
121   6   29
122   6   29
123   6   29
124   6   30
125   6   30
126   6   31
127   6   31
128   6   31
129   6   31
130   6   31
131   6   31
132   6   31
133   6   31
134   6   31
135   6   32
136   6   32
137   6   32
138   6   32
139   6   32
140   6   32
141   6   32
142   6   33
143   6   34
144   6   34
145   7   37
146   7   37
147   7   37
148   7   37
149   7   37
150   7   37
151   7   38
152   7   38
153   7   38
154   7   39
155   7   41
156   7   41
157   7   41
158   7   41
159   7   41
160   7   41
161   8   45
162   8   45
163   8   47
164   8   47
165   8   47
166   9   51
167   9   51
168   9   52
169   9   52
170   9   53
171   9   53
172   9   54
173   9   54
174   9   56
175   9   56
176   9   56
177   9   57
178   9   57
179   9   57
180   9   57
181   9   57
182   9   57
183   9   57
184   9   57
185   9   58
186   9   58
187   9   58
188   9   58
189   9   58
190   9   58
191   9   58
192   9   58
193   9   58
194   9   58
195   9   58
196   9   58
197   9   58
198   9   58
199   9   59
200   9   60
201   9   60
202   9   60
203   9   60
204   9   60
205   9   60
206   9   60
207   9   60
208   9   60
209   9   60
210   9   60
211   10   63
212   10   64
213   10   64
214   10   65
215   10   65
216   10   66
217   10   66
218   10   67
219   10   68
220   10   68
221   10   68
222   10   68
223   10   68
224   10   68
225   10   68
226   10   69
227   10   69
228   10   69
229   10   69
230   10   69
231   10   69
232   10   69
233   10   69
234   10   69
235   10   69
236   10   70
237   10   70
238   10   70
239   10   70
240   10   70
241   10   70
242   10   70
243   10   71
244   10   71
245   10   71
246   10   72
247   10   72
248   10   72
249   10   72
250   10   72
251   10   72
252   10   72
253   10   72
254   10   72
255   10   72
256   10   72
257   10   73
258   10   73
259   10   73
260   10   73
261   10   74
262   10   74
263   10   73
264   10   73
265   10   73
266   10   73
267   10   73
268   10   73
269   10   73
270   10   73
271   10   73
272   10   73
273   10   73
274   10   73
275   10   73
276   10   73
277   10   73
278   10   73
279   10   72
280   10   72
281   10   73
282   10   73
283   10   73
284   10   73
285   10   74
286   10   75
287   10   75
288   10   75
289   10   75
290   10   75
291   10   75
292   10   75
293   10   76
294   10   76
295   9   73
296   9   73
297   9   73
298   9   73
299   9   73
300   9   73
301   9   73
302   9   73
303   9   73
304   9   73
305   9   74
306   9   74
307   9   74
308   9   74
309   9   74
310   9   75
311   9   75
312   9   75
313   9   75
314   9   75
315   9   75
316   9   75
317   9   75
318   9   76
319   9   76
320   9   76
321   9   76
322   9   76
323   9   76
324   9   77
325   9   77
326   9   77
327   10   80
328   10   80
329   10   80
330   10   81
331   10   82
332   10   82
333   10   82
334   10   82
335   10   82
336   10   82
337   10   82
338   10   82
339   10   82
340   10   82
341   10   82
342   10   83
343   10   83
344   10   83
345   10   83
346   10   83
347   10   83
348   10   83
349   10   84
350   10   84
351   10   84
352   10   84
353   10   84
354   10   84
355   10   84
356   10   85
357   10   85
358   10   85
359   10   85
360   10   85
361   10   85
362   10   85
363   10   85
364   10   85
365   10   85
366   10   85
367   10   85
368   10   85
369   10   85
370   10   85
371   10   85
372   10   86
373   10   86
374   10   87
375   10   87
376   10   87
377   10   88
378   10   88
379   10   88
380   10   88
381   10   88
382   10   88
383   10   88
384   10   88
385   10   88
386   10   88
387   10   88
388   10   88
389   10   88
390   10   89
391   10   89
392   10   89
393   10   89
394   10   90
395   10   90
396   10   90
397   10   91
398   10   91
399   10   91
400   10   91
401   10   91
402   10   91
403   10   92
404   10   92
405   10   92
406   10   92
407   10   92
408   10   92
409   10   92
410   10   92
411   10   92
412   10   92
413   10   92
414   10   92
415   10   92
416   10   94
417   10   94
418   10   94
419   10   94
420   10   94
421   10   94
422   10   94
423   10   94
424   10   95
425   10   95
426   10   95
427   10   95
428   10   95
429   10   95
430   10   95
431   10   95
432   10   95
433   10   95
434   10   95
435   10   95
436   10   96
437   10   96
438   10   96
439   10   96
440   10   96
441   10   96
442   10   96
443   10   96
444   10   96
445   10   96
446   10   96
447   10   96
448   10   96
449   10   96
450   10   96
451   10   96
452   10   95
453   10   95
454   10   95
455   10   96
456   10   96
457   10   96
458   10   96
459   10   96
460   10   96
461   10   96
462   10   96
463   10   97
464   10   98
465   10   98
466   10   98
467   10   98
468   10   98
469   10   98
470   10   97
471   10   97
472   10   97
473   10   97
474   10   97
475   10   97
476   10   99
477   10   98
478   10   98
479   10   98
480   10   98
481   10   98
482   10   97
483   10   97
484   10   97
485   10   97
486   10   97
487   10   97
488   10   97
489   10   96
490   10   96
491   10   96
492   10   97
493   10   97
494   10   97
495   10   97
496   10   97
497   10   97
498   10   97
499   10   97
500   10   97
501   10   97
502   10   97
503   10   97
504   10   97
505   10   97
506   10   97
507   10   97
508   10   97
509   10   97
510   10   97
511   10   96
512   10   96
513   10   96
514   10   96
515   10   96
516   10   96
517   10   96
518   10   96
519   10   96
520   10   96
521   10   96
522   10   96
523   10   96
524   10   96
525   10   96
